Fecha;Arbitro;Local;Visita;GL;GV;PL;PV;RemL;RemV;RpL;RpV;RfL;RfV;RbL;RbV;CL;CV;OffL;OffV;ArqL;ArqV;FL;FV;RL;RV;AL;AV;TpL;TpV;BkL;BkV;AtaqL;AtaqV;DAtaqL;DAtaqV
16.04.2022 13:15;Ordonez E. (Per);Carlos Mannucci;Cienciano;0;2;69%;31%;13;6;1;3;7;1;5;2;13;7;1;3;1;1;10;18;0;0;2;4;465;215;12;18;156;78;132;61
16.04.2022 13:00;-;Grau;ADT Tarma;4;1;49%;51%;6;5;4;2;2;3;0;0;3;5;0;0;1;1;-;-;0;1;3;3;-;-;-;-;86;94;39;34
15.04.2022 15:30;Legario F. (Per);UTC;AD Cantolao;2;2;56%;44%;16;14;3;4;7;7;6;3;9;4;3;1;2;1;12;10;0;0;1;2;401;314;21;16;129;110;108;73
15.04.2022 13:00;Alarcon J. (Per);Alianza Atl.;Binacional;2;0;51%;49%;15;8;4;2;7;3;4;3;2;5;0;2;2;2;17;14;0;0;3;2;368;347;23;10;54;57;49;55
10.04.2022 18:00;Espinoza J. (Per);San Martín;Melgar;2;0;36%;64%;12;17;6;5;1;8;5;4;3;5;3;2;5;4;17;10;0;0;3;0;339;515;28;20;67;72;64;67
10.04.2022 15:30;Alarcon J. (Per);Ayacucho;Universitario;1;2;49%;51%;16;12;7;3;6;8;3;1;2;5;1;1;1;6;20;8;0;2;4;7;360;358;11;9;81;88;42;40
10.04.2022 15:00;-;ADT Tarma;Sport Boys;3;0;47%;53%;8;8;5;1;3;7;-;-;5;7;4;3;1;2;13;10;1;0;6;3;-;-;-;-;100;111;47;49
10.04.2022 13:15;Villegas H. (Per);Alianza Lima;UTC;1;0;72%;28%;20;6;8;2;8;2;4;2;9;3;1;0;2;7;16;20;0;1;1;4;475;185;13;14;132;88;104;43
09.04.2022 19:00;Cartagena J. (Per);Cienciano;Alianza Atl.;5;0;68%;32%;23;7;10;2;8;4;5;1;10;0;2;2;2;5;13;12;0;1;4;5;436;214;9;7;74;49;77;21
09.04.2022 15:30;Perez R. B. (Per);Binacional;Grau;1;1;63%;37%;25;10;9;2;9;7;7;1;8;3;3;0;1;8;12;13;0;0;1;2;469;285;9;13;74;76;81;50
09.04.2022 13:15;Ortega K. (Per);Dep. Municipal;Carlos Mannucci;1;0;70%;30%;12;14;5;5;3;7;4;2;4;8;3;5;5;4;10;11;0;0;4;3;525;204;18;9;105;81;69;82
09.04.2022 11:00;Ordonez E. (Per);AD Cantolao;Sport Huancayo;0;2;42%;58%;5;20;2;8;3;8;0;4;3;5;4;1;6;2;18;16;0;0;2;1;310;431;8;23;112;146;56;93
08.04.2022 19:30;Espinoza M. (Per);César Vallejo;Sporting Cristal;2;0;28%;72%;8;22;3;3;1;10;4;9;4;13;0;5;3;1;12;16;2;0;4;4;163;389;6;16;105;115;47;98
04.04.2022 20:00;-;Universitario;ADT Tarma;2;1;69%;31%;20;8;8;1;9;2;3;5;6;5;2;1;0;6;12;17;0;1;2;4;445;197;17;20;76;52;70;45
03.04.2022 18:30;Alarcon J. (Per);Carlos Mannucci;César Vallejo;0;0;36%;64%;5;10;2;3;3;3;0;4;3;5;0;1;3;2;18;15;0;0;1;0;244;426;22;12;62;74;47;59
03.04.2022 15:00;Espinoza J. (Per);Grau;Cienciano;1;2;54%;46%;5;6;2;3;3;3;-;-;1;5;-;-;1;1;-;-;0;0;4;5;-;-;-;-;60;54;37;28
02.04.2022 15:30;Garay Evia L. (Per);Melgar;Carlos Stein;3;0;74%;26%;23;7;13;2;8;3;2;2;8;2;7;3;2;10;13;16;1;1;3;3;497;165;14;9;105;67;85;32
02.04.2022 13:15;Ordonez E. (Per);Alianza Atl.;Dep. Municipal;2;2;28%;72%;14;7;8;4;5;3;1;0;3;0;5;1;2;6;14;14;0;1;2;2;202;570;13;2;68;114;58;50
02.04.2022 11:00;Menendez A. (Per);Sport Boys;Binacional;1;3;65%;35%;15;14;5;7;3;4;7;3;6;2;0;1;4;4;17;21;0;0;4;4;489;259;21;24;142;90;98;69
01.04.2022 15:30;Huaman D. (Per);Ayacucho;UTC;3;2;52%;48%;16;10;6;4;7;4;3;2;5;5;3;2;2;3;23;22;0;0;5;2;299;276;17;12;121;120;85;77
01.04.2022 13:15;Perez R. B. (Per);Sporting Cristal;San Martín;4;1;58%;42%;20;8;8;3;9;4;3;1;5;6;5;0;2;4;12;14;0;0;1;1;399;289;8;14;99;94;75;57
25.03.2022 15:30;Seminario L. (Per);San Martín;Binacional;0;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;-;-;-;-;-;-;-;-
21.03.2022 19:00;Mendoza J. (Per);San Martín;Carlos Mannucci;1;3;66%;34%;16;15;4;6;10;4;2;5;7;4;2;0;3;3;15;22;0;0;3;4;491;256;18;17;127;90;85;52
21.03.2022 15:30;Alarcon J. (Per);UTC;Sport Huancayo;3;4;44%;56%;13;20;8;8;3;6;2;6;6;6;4;1;4;5;9;13;0;0;3;3;301;376;13;10;57;62;55;71
20.03.2022 18:00;Ordonez E. (Per);Binacional;Universitario;1;0;56%;44%;19;11;8;4;7;6;4;1;5;3;4;0;4;7;10;16;0;0;1;5;387;300;24;12;82;56;66;39
20.03.2022 15:30;Espinoza J. (Per);ADT Tarma;Ayacucho;0;0;52%;48%;7;6;4;2;3;4;-;-;8;1;-;-;2;4;0;0;0;0;3;3;-;-;-;-;126;126;76;29
20.03.2022 13:15;Menendez A. (Per);Dep. Municipal;Grau;1;1;62%;38%;16;7;5;2;7;2;4;3;8;3;2;6;1;4;12;16;1;0;3;4;478;293;14;16;115;106;77;55
20.03.2022 13:00;Cartagena J. (Per);Carlos Stein;Sporting Cristal;1;1;49%;51%;11;14;4;4;7;10;-;-;7;5;-;-;3;3;-;-;0;0;2;2;-;-;-;-;97;123;62;95
20.03.2022 11:00;Perez R. B. (Per);AD Cantolao;Melgar;0;1;40%;60%;8;20;1;6;4;12;3;2;1;8;1;2;5;1;9;18;0;0;3;2;367;554;24;19;124;139;61;94
19.03.2022 19:00;Lopez R. (Per);César Vallejo;Alianza Atl.;3;1;60%;40%;17;11;5;5;6;4;6;2;3;6;4;0;4;2;19;18;0;0;4;3;403;263;9;16;78;59;45;47
19.03.2022 15:30;Garay L. (Per);Cienciano;Sport Boys;4;1;57%;43%;20;7;9;3;7;3;4;1;6;3;2;0;2;5;16;13;0;0;1;4;385;286;7;15;113;88;87;46
13.03.2022 15:30;Garay Evia L. (Per);ADT Tarma;Sport Huancayo;1;0;44%;56%;6;8;1;1;5;7;-;-;3;4;-;-;1;0;-;-;1;1;6;2;-;-;-;-;20;24;14;16
13.03.2022 15:30;Legario F. (Per);Ayacucho;Binacional;2;3;56%;44%;15;10;3;6;9;2;3;2;9;1;1;3;3;1;10;15;1;1;2;2;376;298;25;19;111;110;94;59
13.03.2022 13:15;Alarcon J. (Per);Sport Boys;Dep. Municipal;1;2;48%;52%;31;5;11;2;8;3;12;0;9;6;2;1;0;10;25;12;0;1;5;3;311;363;27;17;96;93;101;51
13.03.2022 13:00;Zamora J. (Per);Grau;César Vallejo;1;1;40%;60%;3;15;3;9;0;6;-;-;3;8;-;-;8;2;-;-;0;0;3;4;-;-;-;-;70;124;36;84
13.03.2022 11:00;Espinoza J. (Per);Sporting Cristal;AD Cantolao;2;2;59%;41%;11;13;4;4;6;6;1;3;6;8;5;3;2;2;16;17;0;0;3;2;422;305;25;13;100;96;77;69
12.03.2022 19:30;Seminario L. (Per);Universitario;Cienciano;1;1;55%;45%;7;17;2;3;4;8;1;6;1;7;1;0;2;1;11;19;0;0;4;3;446;342;5;13;124;110;62;69
12.03.2022 15:30;Ordonez E. (Per);Melgar;Alianza Lima;1;0;48%;52%;10;10;3;4;6;4;1;2;1;7;3;5;4;2;22;8;0;0;3;4;358;384;17;11;113;130;63;75
12.03.2022 13:15;Lopez P. (Per);Carlos Mannucci;Carlos Stein;1;0;54%;46%;12;13;4;8;7;4;1;1;4;11;4;0;8;3;22;16;0;0;3;4;285;233;10;17;106;87;61;75
12.03.2022 11:00;Espinoza M. (Per);Alianza Atl.;San Martín;3;1;32%;68%;10;12;6;3;3;5;1;4;4;13;3;0;2;3;12;13;1;0;3;2;215;448;22;16;70;122;46;114
07.03.2022 19:00;Alarcon J. (Per);Binacional;ADT Tarma;0;1;73%;27%;13;8;4;2;6;2;3;4;8;3;2;1;1;4;8;11;0;0;2;4;517;185;15;15;70;48;81;52
07.03.2022 15:00;Barbagelatta G. (Per);San Martín;Grau;1;2;61%;39%;14;12;5;7;8;5;1;0;3;1;1;6;5;4;23;18;0;0;5;4;420;268;11;12;126;91;80;55
06.03.2022 15:30;-;Alianza Lima;Sporting Cristal;0;1;46%;54%;8;5;4;4;4;0;0;1;4;3;1;3;3;4;21;10;0;0;6;4;321;377;18;16;93;111;66;65
06.03.2022 15:00;Ordonez E. (Per);Carlos Stein;Alianza Atl.;0;1;55%;45%;8;9;3;4;5;5;-;-;6;5;-;-;3;3;-;-;0;0;4;3;-;-;-;-;113;80;76;53
06.03.2022 11:00;Villegas H. (Per);AD Cantolao;Carlos Mannucci;3;2;42%;58%;16;16;9;5;3;10;4;1;7;8;2;0;3;6;20;17;0;1;4;3;271;354;17;22;121;120;74;88
05.03.2022 19:00;Maza P. (Chi);César Vallejo;Sport Boys;1;1;58%;42%;17;10;5;3;8;5;4;2;5;7;2;4;2;4;21;13;0;1;3;5;387;282;9;17;59;71;65;68
05.03.2022 15:00;Perez R. B. (Per);Dep. Municipal;Universitario;2;1;52%;48%;12;10;4;4;5;1;3;5;6;5;0;8;3;2;17;14;1;1;4;1;430;378;19;18;125;133;67;102
04.03.2022 19:00;Palomino M. (Per);Cienciano;Ayacucho;3;1;56%;44%;18;9;5;3;7;4;6;2;4;2;5;2;2;2;10;19;1;1;2;4;355;286;12;13;80;59;63;44
04.03.2022 15:30;Legario F. (Per);UTC;Melgar;3;1;42%;58%;15;11;11;4;4;3;0;4;9;5;3;2;3;8;14;18;0;0;3;4;279;402;15;17;67;62;73;56
27.02.2022 15:30;Espinoza J. (Per);Universitario;César Vallejo;3;0;29%;71%;13;8;8;0;3;5;2;3;5;6;1;1;0;5;10;16;0;0;0;2;240;573;23;11;48;87;54;67
27.02.2022 15:00;-;ADT Tarma;Dep. Municipal;2;3;51%;49%;13;7;4;4;7;3;2;0;9;3;4;3;1;2;12;5;0;0;2;2;-;-;-;-;114;100;67;36
27.02.2022 13:15;Espinoza M. (Per);Alianza Atl.;Alianza Lima;4;2;35%;65%;16;10;8;4;8;3;0;3;2;6;0;2;2;4;17;9;0;0;4;4;271;491;13;14;78;136;54;87
27.02.2022 11:00;Huaman D. (Per);Sport Boys;Carlos Stein;2;1;61%;39%;13;15;5;7;5;7;3;1;5;6;4;2;6;3;11;19;0;1;3;2;370;238;10;20;113;112;84;76
26.02.2022 17:45;Perez R. B. (Per);Carlos Mannucci;Sport Huancayo;0;1;38%;62%;7;14;2;4;4;8;1;2;2;3;2;3;3;2;11;10;1;0;5;1;254;428;4;17;123;126;76;81
26.02.2022 15:30;Legario F. (Per);Ayacucho;San Martín;5;0;43%;57%;17;3;6;0;9;2;2;1;6;3;2;1;0;1;22;18;2;0;3;2;275;373;22;14;106;119;79;62
26.02.2022 13:30;Garay L. (Per);Grau;AD Cantolao;1;0;51%;49%;12;3;5;2;7;1;-;-;5;3;0;1;2;4;18;10;0;0;1;3;-;-;-;-;100;93;78;62
25.02.2022 19:00;Ordonez E. (Per);Binacional;Cienciano;3;2;50%;50%;17;22;8;6;6;8;3;8;5;13;0;2;4;5;19;13;0;1;4;3;291;265;10;7;96;90;45;95
25.02.2022 15:30;Cartagena J. (Per);Sporting Cristal;UTC;3;2;69%;31%;12;16;7;4;3;7;2;5;3;6;1;2;2;4;17;13;0;0;4;3;481;208;12;9;116;68;61;55
21.02.2022 15:00;Espinoza M. (Per);San Martín;Sport Boys;2;0;43%;57%;14;18;5;6;5;7;4;5;4;10;2;5;6;3;21;11;1;0;3;1;306;391;18;17;91;101;56;88
20.02.2022 19:00;Cartagena J. (Per);Cienciano;ADT Tarma;0;0;71%;29%;29;6;6;2;9;3;14;1;8;1;1;3;2;6;12;15;0;0;1;4;500;212;9;17;104;50;90;32
20.02.2022 15:30;Alarcon J. (Per);Alianza Lima;Carlos Mannucci;3;1;48%;52%;14;8;8;3;4;4;2;1;11;5;0;2;2;5;14;12;1;1;3;5;350;399;11;13;115;92;79;46
20.02.2022 13:15;Perez R. B. (Per);César Vallejo;Ayacucho;2;1;71%;29%;13;13;5;4;5;6;3;3;11;3;2;2;3;3;13;17;0;0;2;2;548;219;11;29;93;43;93;36
20.02.2022 11:00;Lopez R. (Per);AD Cantolao;Alianza Atl.;1;3;60%;40%;16;8;6;5;4;2;6;1;13;5;2;1;2;5;8;20;0;0;1;5;386;268;5;16;109;98;101;42
19.02.2022 19:00;Ordonez E. (Per);Sport Huancayo;Melgar;3;0;43%;57%;13;16;6;5;5;8;2;3;7;12;2;6;5;3;11;11;0;0;1;2;287;364;11;8;97;110;56;97
19.02.2022 15:30;Espinoza J. (Per);UTC;Grau;0;0;58%;42%;15;16;7;3;7;9;1;4;4;8;0;1;3;7;16;16;0;0;1;2;379;277;21;27;73;60;62;49
19.02.2022 13:15;Huaman D. (Per);Dep. Municipal;Binacional;1;0;67%;33%;17;9;4;1;11;4;2;4;6;3;2;5;1;3;16;19;0;0;2;5;550;262;16;19;130;97;82;51
19.02.2022 11:30;Legario F. (Per);Carlos Stein;Universitario;2;1;57%;43%;11;14;4;6;4;6;3;2;10;6;2;1;5;2;17;12;0;0;6;2;281;219;15;15;101;81;70;56
14.02.2022 19:00;Barbagelatta G. (Per);Binacional;AD Cantolao;5;0;67%;33%;20;10;11;1;7;8;2;1;5;3;1;0;1;6;16;9;0;0;1;3;500;239;13;12;77;62;49;38
13.02.2022 15:30;Perez R. B. (Per);Sport Boys;Alianza Lima;0;0;42%;58%;4;10;0;2;2;4;2;4;2;8;2;5;2;0;16;16;0;0;5;1;270;371;10;17;90;113;42;72
13.02.2022 13:30;Alarcon J. (Per);Grau;Sport Huancayo;3;4;42%;58%;6;12;5;8;1;4;-;-;4;6;1;1;4;2;16;11;1;0;3;2;-;-;-;-;101;104;45;63
13.02.2022 13:15;Espinoza M. (Per);Sporting Cristal;Melgar;2;2;60%;40%;15;17;6;6;6;8;3;3;8;1;2;0;4;4;12;14;1;1;0;3;458;318;8;25;125;92;85;37
12.02.2022 19:00;Legario F. (Per);Cienciano;Dep. Municipal;4;2;38%;62%;14;13;8;5;6;6;0;2;8;3;1;1;3;4;26;11;0;0;3;2;264;452;13;15;72;103;68;49
12.02.2022 15:30;Cartagena J. (Per);Ayacucho;Carlos Stein;2;1;64%;36%;21;7;9;1;10;4;2;2;9;4;0;2;0;7;14;12;0;0;1;3;406;234;9;11;70;64;66;52
12.02.2022 15:00;Espinoza J. (Per);ADT Tarma;César Vallejo;0;0;56%;44%;9;5;2;0;7;5;-;-;11;1;-;-;0;2;-;-;0;0;2;3;-;-;-;-;129;84;97;32
12.02.2022 13:15;Palomino M. (Per);Alianza Atl.;UTC;1;0;51%;49%;13;11;2;0;9;4;2;7;5;6;0;1;0;1;20;7;0;0;3;4;321;310;16;7;102;130;67;80
11.02.2022 19:00;Ortega K. (Per);Universitario;San Martín;3;0;40%;60%;15;6;8;3;7;3;0;0;3;5;3;4;3;5;21;19;0;0;1;3;269;421;16;17;76;107;56;66
06.02.2022 15:30;Cartagena J. (Per);AD Cantolao;Universitario;0;3;43%;57%;8;18;3;9;2;5;3;4;6;8;0;0;6;3;14;21;2;0;0;3;305;395;12;11;89;104;52;75
06.02.2022 13:15;Huaman D. (Per);Carlos Stein;ADT Tarma;0;0;49%;51%;10;6;2;4;5;2;3;0;2;6;0;1;4;2;19;10;0;0;2;0;-;-;-;-;110;95;66;41
05.02.2022 19:00;Legario F. (Per);Melgar;Carlos Mannucci;1;0;60%;40%;20;9;6;4;12;4;2;1;6;1;3;2;4;5;15;10;0;0;3;3;441;303;17;12;62;43;45;15
05.02.2022 15:30;-;Sport Huancayo;Sporting Cristal;1;0;53%;47%;15;13;3;3;9;7;3;3;4;5;0;5;3;2;16;12;0;0;3;2;420;373;12;8;121;115;70;83
05.02.2022 13:15;Alarcon J. (Per);Dep. Municipal;Ayacucho;3;2;71%;29%;4;12;3;5;1;4;0;3;2;3;2;6;3;0;16;14;0;1;3;3;581;224;17;15;124;82;58;52
04.02.2022 19:00;Espinoza M. (Per);Alianza Lima;Grau;1;1;61%;39%;12;5;2;3;9;1;1;1;4;1;0;0;2;1;16;18;0;0;0;3;515;333;6;21;134;98;86;46
04.02.2022 15:30;Ortega K. (Per);UTC;Sport Boys;2;1;61%;39%;22;9;8;3;10;5;4;1;5;2;0;5;2;6;16;17;0;0;2;1;408;269;17;15;113;90;93;48
04.02.2022 13:15;Blas A. (Per);César Vallejo;Cienciano;0;0;63%;37%;16;12;6;2;7;9;3;1;2;2;0;4;2;6;14;23;0;0;2;4;364;219;12;14;59;69;37;43
